pmid	doi	publisher_bucket	artifact_type	target_url	rationale	expected_local_action
36736685	10.1016/j.yexmp.2023.104855	elsevier-or-cell_press	reads	SCRAPE-FROM-ARTICLE-HTML	Reads gap where cluster-side EuropePMC datalinks + NCBI elink + abstract-regex returned NONE. Cluster couldn't fetch the fulltext HTML (publisher CDN is Cloudflare-gated), so any accession embedded in a Data Availability section wasn't visible.	Fetch the Cloudflare-gated article HTML in primed Chrome, regex-extract INSDC accessions (broadened set: PRJ[END][AB]\d+, ERP\d+, SRP\d+, DRP\d+, DRA\d+, E-MTAB-\d+, E-GEOD-\d+, GSE\d+); dedupe; probe each against ENA (https://www.ebi.ac.uk/ena/portal/api/filereport?accession=<ACC>&result=read_run&fields=run_accession,fastq_bytes) to count runs + total_gb; append one row per PMID to data/wave2_local_reads_rescues.tsv (pmid,reads_accessions,reads_source=laptop_scrape,n_runs,total_gb).
36889619	10.1016/j.ijbiomac.2023.123927	elsevier-or-cell_press	pdf	https://api.crossref.org/works/10.1016/j.ijbiomac.2023.123927  -> resource.primary.URL -> https://www.sciencedirect.com/science/article/pii/{PII}	Elsevier ScienceDirect — Cloudflare bot-mitigation blocks cluster IP (403 cf-mitigated). Requires stealth-Chromium + primed cf_clearance.	1) CrossRef GET https://api.crossref.org/works/10.1016/j.ijbiomac.2023.123927 -> extract PII from resource.primary.URL; 2) navigate https://www.sciencedirect.com/science/article/pii/{PII} in primed Chrome (wait_for_challenge_clear, interactive=True); 3) parse DOM for signed a[href*='pdfft'] link containing md5=; 4) navigate the signed URL and page.expect_download(); 5) %PDF magic check; write to data/papers/PMID_{pmid}/paper.pdf.
36889619	10.1016/j.ijbiomac.2023.123927	elsevier-or-cell_press	supp	https://www.sciencedirect.com/science/article/pii/{PII}	Elsevier ScienceDirect supp — supp files hosted at https://ars.els-cdn.com/content/image/1-s2.0-{PII}-mmc{N}.{ext} ; filenames + N discoverable only by parsing the article HTML (JS-rendered supp panel).	1) Resolve PII via CrossRef; 2) navigate https://www.sciencedirect.com/science/article/pii/{PII} in primed Chrome; wait for JS supp panel to render (looking for div.Appendices or a[href*='mmc']); 3) extract every href matching 'https://ars.els-cdn.com/content/image/1-s2.0-<PII>-mmc<N>.<ext>' or '/pii/<PII>/1-s2.0-<PII>-mmc<N>.<ext>' ; 4) navigate each in the same browser context (cf_clearance + PII referer), page.expect_download() ; 5) magic-check ; 6) write to data/papers/PMID_{pmid}/supp/<name>.
36889619	10.1016/j.ijbiomac.2023.123927	elsevier-or-cell_press	reads	SCRAPE-FROM-ARTICLE-HTML	Reads gap where cluster-side EuropePMC datalinks + NCBI elink + abstract-regex returned NONE. Cluster couldn't fetch the fulltext HTML (publisher CDN is Cloudflare-gated), so any accession embedded in a Data Availability section wasn't visible.	Fetch the Cloudflare-gated article HTML in primed Chrome, regex-extract INSDC accessions (broadened set: PRJ[END][AB]\d+, ERP\d+, SRP\d+, DRP\d+, DRA\d+, E-MTAB-\d+, E-GEOD-\d+, GSE\d+); dedupe; probe each against ENA (https://www.ebi.ac.uk/ena/portal/api/filereport?accession=<ACC>&result=read_run&fields=run_accession,fastq_bytes) to count runs + total_gb; append one row per PMID to data/wave2_local_reads_rescues.tsv (pmid,reads_accessions,reads_source=laptop_scrape,n_runs,total_gb).
37245872	10.1016/S1875-5364(23)60451-0	elsevier-or-cell_press	pdf	https://api.crossref.org/works/10.1016/S1875-5364(23)60451-0  -> resource.primary.URL -> https://www.sciencedirect.com/science/article/pii/{PII}	Elsevier ScienceDirect — Cloudflare bot-mitigation blocks cluster IP (403 cf-mitigated). Requires stealth-Chromium + primed cf_clearance.	1) CrossRef GET https://api.crossref.org/works/10.1016/S1875-5364(23)60451-0 -> extract PII from resource.primary.URL; 2) navigate https://www.sciencedirect.com/science/article/pii/{PII} in primed Chrome (wait_for_challenge_clear, interactive=True); 3) parse DOM for signed a[href*='pdfft'] link containing md5=; 4) navigate the signed URL and page.expect_download(); 5) %PDF magic check; write to data/papers/PMID_{pmid}/paper.pdf.
37245872	10.1016/S1875-5364(23)60451-0	elsevier-or-cell_press	supp	https://www.sciencedirect.com/science/article/pii/{PII}	Elsevier ScienceDirect supp — supp files hosted at https://ars.els-cdn.com/content/image/1-s2.0-{PII}-mmc{N}.{ext} ; filenames + N discoverable only by parsing the article HTML (JS-rendered supp panel).	1) Resolve PII via CrossRef; 2) navigate https://www.sciencedirect.com/science/article/pii/{PII} in primed Chrome; wait for JS supp panel to render (looking for div.Appendices or a[href*='mmc']); 3) extract every href matching 'https://ars.els-cdn.com/content/image/1-s2.0-<PII>-mmc<N>.<ext>' or '/pii/<PII>/1-s2.0-<PII>-mmc<N>.<ext>' ; 4) navigate each in the same browser context (cf_clearance + PII referer), page.expect_download() ; 5) magic-check ; 6) write to data/papers/PMID_{pmid}/supp/<name>.
37245872	10.1016/S1875-5364(23)60451-0	elsevier-or-cell_press	reads	SCRAPE-FROM-ARTICLE-HTML	Reads gap where cluster-side EuropePMC datalinks + NCBI elink + abstract-regex returned NONE. Cluster couldn't fetch the fulltext HTML (publisher CDN is Cloudflare-gated), so any accession embedded in a Data Availability section wasn't visible.	Fetch the Cloudflare-gated article HTML in primed Chrome, regex-extract INSDC accessions (broadened set: PRJ[END][AB]\d+, ERP\d+, SRP\d+, DRP\d+, DRA\d+, E-MTAB-\d+, E-GEOD-\d+, GSE\d+); dedupe; probe each against ENA (https://www.ebi.ac.uk/ena/portal/api/filereport?accession=<ACC>&result=read_run&fields=run_accession,fastq_bytes) to count runs + total_gb; append one row per PMID to data/wave2_local_reads_rescues.tsv (pmid,reads_accessions,reads_source=laptop_scrape,n_runs,total_gb).
37269754	10.1016/j.phymed.2023.154900	elsevier-or-cell_press	pdf	https://api.crossref.org/works/10.1016/j.phymed.2023.154900  -> resource.primary.URL -> https://www.sciencedirect.com/science/article/pii/{PII}	Elsevier ScienceDirect — Cloudflare bot-mitigation blocks cluster IP (403 cf-mitigated). Requires stealth-Chromium + primed cf_clearance.	1) CrossRef GET https://api.crossref.org/works/10.1016/j.phymed.2023.154900 -> extract PII from resource.primary.URL; 2) navigate https://www.sciencedirect.com/science/article/pii/{PII} in primed Chrome (wait_for_challenge_clear, interactive=True); 3) parse DOM for signed a[href*='pdfft'] link containing md5=; 4) navigate the signed URL and page.expect_download(); 5) %PDF magic check; write to data/papers/PMID_{pmid}/paper.pdf.
37269754	10.1016/j.phymed.2023.154900	elsevier-or-cell_press	supp	https://www.sciencedirect.com/science/article/pii/{PII}	Elsevier ScienceDirect supp — supp files hosted at https://ars.els-cdn.com/content/image/1-s2.0-{PII}-mmc{N}.{ext} ; filenames + N discoverable only by parsing the article HTML (JS-rendered supp panel).	1) Resolve PII via CrossRef; 2) navigate https://www.sciencedirect.com/science/article/pii/{PII} in primed Chrome; wait for JS supp panel to render (looking for div.Appendices or a[href*='mmc']); 3) extract every href matching 'https://ars.els-cdn.com/content/image/1-s2.0-<PII>-mmc<N>.<ext>' or '/pii/<PII>/1-s2.0-<PII>-mmc<N>.<ext>' ; 4) navigate each in the same browser context (cf_clearance + PII referer), page.expect_download() ; 5) magic-check ; 6) write to data/papers/PMID_{pmid}/supp/<name>.
37269754	10.1016/j.phymed.2023.154900	elsevier-or-cell_press	reads	SCRAPE-FROM-ARTICLE-HTML	Reads gap where cluster-side EuropePMC datalinks + NCBI elink + abstract-regex returned NONE. Cluster couldn't fetch the fulltext HTML (publisher CDN is Cloudflare-gated), so any accession embedded in a Data Availability section wasn't visible.	Fetch the Cloudflare-gated article HTML in primed Chrome, regex-extract INSDC accessions (broadened set: PRJ[END][AB]\d+, ERP\d+, SRP\d+, DRP\d+, DRA\d+, E-MTAB-\d+, E-GEOD-\d+, GSE\d+); dedupe; probe each against ENA (https://www.ebi.ac.uk/ena/portal/api/filereport?accession=<ACC>&result=read_run&fields=run_accession,fastq_bytes) to count runs + total_gb; append one row per PMID to data/wave2_local_reads_rescues.tsv (pmid,reads_accessions,reads_source=laptop_scrape,n_runs,total_gb).
37429503	10.1016/j.jep.2023.116866	elsevier-or-cell_press	pdf	https://api.crossref.org/works/10.1016/j.jep.2023.116866  -> resource.primary.URL -> https://www.sciencedirect.com/science/article/pii/{PII}	Elsevier ScienceDirect — Cloudflare bot-mitigation blocks cluster IP (403 cf-mitigated). Requires stealth-Chromium + primed cf_clearance.	1) CrossRef GET https://api.crossref.org/works/10.1016/j.jep.2023.116866 -> extract PII from resource.primary.URL; 2) navigate https://www.sciencedirect.com/science/article/pii/{PII} in primed Chrome (wait_for_challenge_clear, interactive=True); 3) parse DOM for signed a[href*='pdfft'] link containing md5=; 4) navigate the signed URL and page.expect_download(); 5) %PDF magic check; write to data/papers/PMID_{pmid}/paper.pdf.
37429503	10.1016/j.jep.2023.116866	elsevier-or-cell_press	supp	https://www.sciencedirect.com/science/article/pii/{PII}	Elsevier ScienceDirect supp — supp files hosted at https://ars.els-cdn.com/content/image/1-s2.0-{PII}-mmc{N}.{ext} ; filenames + N discoverable only by parsing the article HTML (JS-rendered supp panel).	1) Resolve PII via CrossRef; 2) navigate https://www.sciencedirect.com/science/article/pii/{PII} in primed Chrome; wait for JS supp panel to render (looking for div.Appendices or a[href*='mmc']); 3) extract every href matching 'https://ars.els-cdn.com/content/image/1-s2.0-<PII>-mmc<N>.<ext>' or '/pii/<PII>/1-s2.0-<PII>-mmc<N>.<ext>' ; 4) navigate each in the same browser context (cf_clearance + PII referer), page.expect_download() ; 5) magic-check ; 6) write to data/papers/PMID_{pmid}/supp/<name>.
37429503	10.1016/j.jep.2023.116866	elsevier-or-cell_press	reads	SCRAPE-FROM-ARTICLE-HTML	Reads gap where cluster-side EuropePMC datalinks + NCBI elink + abstract-regex returned NONE. Cluster couldn't fetch the fulltext HTML (publisher CDN is Cloudflare-gated), so any accession embedded in a Data Availability section wasn't visible.	Fetch the Cloudflare-gated article HTML in primed Chrome, regex-extract INSDC accessions (broadened set: PRJ[END][AB]\d+, ERP\d+, SRP\d+, DRP\d+, DRA\d+, E-MTAB-\d+, E-GEOD-\d+, GSE\d+); dedupe; probe each against ENA (https://www.ebi.ac.uk/ena/portal/api/filereport?accession=<ACC>&result=read_run&fields=run_accession,fastq_bytes) to count runs + total_gb; append one row per PMID to data/wave2_local_reads_rescues.tsv (pmid,reads_accessions,reads_source=laptop_scrape,n_runs,total_gb).
37433373	10.1016/j.ijrobp.2023.06.2515	elsevier-or-cell_press	pdf	https://api.crossref.org/works/10.1016/j.ijrobp.2023.06.2515  -> resource.primary.URL -> https://www.sciencedirect.com/science/article/pii/{PII}	Elsevier ScienceDirect — Cloudflare bot-mitigation blocks cluster IP (403 cf-mitigated). Requires stealth-Chromium + primed cf_clearance.	1) CrossRef GET https://api.crossref.org/works/10.1016/j.ijrobp.2023.06.2515 -> extract PII from resource.primary.URL; 2) navigate https://www.sciencedirect.com/science/article/pii/{PII} in primed Chrome (wait_for_challenge_clear, interactive=True); 3) parse DOM for signed a[href*='pdfft'] link containing md5=; 4) navigate the signed URL and page.expect_download(); 5) %PDF magic check; write to data/papers/PMID_{pmid}/paper.pdf.
37433373	10.1016/j.ijrobp.2023.06.2515	elsevier-or-cell_press	supp	https://www.sciencedirect.com/science/article/pii/{PII}	Elsevier ScienceDirect supp — supp files hosted at https://ars.els-cdn.com/content/image/1-s2.0-{PII}-mmc{N}.{ext} ; filenames + N discoverable only by parsing the article HTML (JS-rendered supp panel).	1) Resolve PII via CrossRef; 2) navigate https://www.sciencedirect.com/science/article/pii/{PII} in primed Chrome; wait for JS supp panel to render (looking for div.Appendices or a[href*='mmc']); 3) extract every href matching 'https://ars.els-cdn.com/content/image/1-s2.0-<PII>-mmc<N>.<ext>' or '/pii/<PII>/1-s2.0-<PII>-mmc<N>.<ext>' ; 4) navigate each in the same browser context (cf_clearance + PII referer), page.expect_download() ; 5) magic-check ; 6) write to data/papers/PMID_{pmid}/supp/<name>.
37433373	10.1016/j.ijrobp.2023.06.2515	elsevier-or-cell_press	reads	SCRAPE-FROM-ARTICLE-HTML	Reads gap where cluster-side EuropePMC datalinks + NCBI elink + abstract-regex returned NONE. Cluster couldn't fetch the fulltext HTML (publisher CDN is Cloudflare-gated), so any accession embedded in a Data Availability section wasn't visible.	Fetch the Cloudflare-gated article HTML in primed Chrome, regex-extract INSDC accessions (broadened set: PRJ[END][AB]\d+, ERP\d+, SRP\d+, DRP\d+, DRA\d+, E-MTAB-\d+, E-GEOD-\d+, GSE\d+); dedupe; probe each against ENA (https://www.ebi.ac.uk/ena/portal/api/filereport?accession=<ACC>&result=read_run&fields=run_accession,fastq_bytes) to count runs + total_gb; append one row per PMID to data/wave2_local_reads_rescues.tsv (pmid,reads_accessions,reads_source=laptop_scrape,n_runs,total_gb).
37714033	10.1016/j.ecoenv.2023.115475	elsevier-or-cell_press	pdf	https://api.crossref.org/works/10.1016/j.ecoenv.2023.115475  -> resource.primary.URL -> https://www.sciencedirect.com/science/article/pii/{PII}	Elsevier ScienceDirect — Cloudflare bot-mitigation blocks cluster IP (403 cf-mitigated). Requires stealth-Chromium + primed cf_clearance.	1) CrossRef GET https://api.crossref.org/works/10.1016/j.ecoenv.2023.115475 -> extract PII from resource.primary.URL; 2) navigate https://www.sciencedirect.com/science/article/pii/{PII} in primed Chrome (wait_for_challenge_clear, interactive=True); 3) parse DOM for signed a[href*='pdfft'] link containing md5=; 4) navigate the signed URL and page.expect_download(); 5) %PDF magic check; write to data/papers/PMID_{pmid}/paper.pdf.
37714033	10.1016/j.ecoenv.2023.115475	elsevier-or-cell_press	supp	https://www.sciencedirect.com/science/article/pii/{PII}	Elsevier ScienceDirect supp — supp files hosted at https://ars.els-cdn.com/content/image/1-s2.0-{PII}-mmc{N}.{ext} ; filenames + N discoverable only by parsing the article HTML (JS-rendered supp panel).	1) Resolve PII via CrossRef; 2) navigate https://www.sciencedirect.com/science/article/pii/{PII} in primed Chrome; wait for JS supp panel to render (looking for div.Appendices or a[href*='mmc']); 3) extract every href matching 'https://ars.els-cdn.com/content/image/1-s2.0-<PII>-mmc<N>.<ext>' or '/pii/<PII>/1-s2.0-<PII>-mmc<N>.<ext>' ; 4) navigate each in the same browser context (cf_clearance + PII referer), page.expect_download() ; 5) magic-check ; 6) write to data/papers/PMID_{pmid}/supp/<name>.
37714033	10.1016/j.ecoenv.2023.115475	elsevier-or-cell_press	reads	SCRAPE-FROM-ARTICLE-HTML	Reads gap where cluster-side EuropePMC datalinks + NCBI elink + abstract-regex returned NONE. Cluster couldn't fetch the fulltext HTML (publisher CDN is Cloudflare-gated), so any accession embedded in a Data Availability section wasn't visible.	Fetch the Cloudflare-gated article HTML in primed Chrome, regex-extract INSDC accessions (broadened set: PRJ[END][AB]\d+, ERP\d+, SRP\d+, DRP\d+, DRA\d+, E-MTAB-\d+, E-GEOD-\d+, GSE\d+); dedupe; probe each against ENA (https://www.ebi.ac.uk/ena/portal/api/filereport?accession=<ACC>&result=read_run&fields=run_accession,fastq_bytes) to count runs + total_gb; append one row per PMID to data/wave2_local_reads_rescues.tsv (pmid,reads_accessions,reads_source=laptop_scrape,n_runs,total_gb).
37898344	10.1016/j.jconrel.2023.10.039	elsevier-or-cell_press	pdf	https://api.crossref.org/works/10.1016/j.jconrel.2023.10.039  -> resource.primary.URL -> https://www.sciencedirect.com/science/article/pii/{PII}	Elsevier ScienceDirect — Cloudflare bot-mitigation blocks cluster IP (403 cf-mitigated). Requires stealth-Chromium + primed cf_clearance.	1) CrossRef GET https://api.crossref.org/works/10.1016/j.jconrel.2023.10.039 -> extract PII from resource.primary.URL; 2) navigate https://www.sciencedirect.com/science/article/pii/{PII} in primed Chrome (wait_for_challenge_clear, interactive=True); 3) parse DOM for signed a[href*='pdfft'] link containing md5=; 4) navigate the signed URL and page.expect_download(); 5) %PDF magic check; write to data/papers/PMID_{pmid}/paper.pdf.
37898344	10.1016/j.jconrel.2023.10.039	elsevier-or-cell_press	supp	https://www.sciencedirect.com/science/article/pii/{PII}	Elsevier ScienceDirect supp — supp files hosted at https://ars.els-cdn.com/content/image/1-s2.0-{PII}-mmc{N}.{ext} ; filenames + N discoverable only by parsing the article HTML (JS-rendered supp panel).	1) Resolve PII via CrossRef; 2) navigate https://www.sciencedirect.com/science/article/pii/{PII} in primed Chrome; wait for JS supp panel to render (looking for div.Appendices or a[href*='mmc']); 3) extract every href matching 'https://ars.els-cdn.com/content/image/1-s2.0-<PII>-mmc<N>.<ext>' or '/pii/<PII>/1-s2.0-<PII>-mmc<N>.<ext>' ; 4) navigate each in the same browser context (cf_clearance + PII referer), page.expect_download() ; 5) magic-check ; 6) write to data/papers/PMID_{pmid}/supp/<name>.
37898344	10.1016/j.jconrel.2023.10.039	elsevier-or-cell_press	reads	SCRAPE-FROM-ARTICLE-HTML	Reads gap where cluster-side EuropePMC datalinks + NCBI elink + abstract-regex returned NONE. Cluster couldn't fetch the fulltext HTML (publisher CDN is Cloudflare-gated), so any accession embedded in a Data Availability section wasn't visible.	Fetch the Cloudflare-gated article HTML in primed Chrome, regex-extract INSDC accessions (broadened set: PRJ[END][AB]\d+, ERP\d+, SRP\d+, DRP\d+, DRA\d+, E-MTAB-\d+, E-GEOD-\d+, GSE\d+); dedupe; probe each against ENA (https://www.ebi.ac.uk/ena/portal/api/filereport?accession=<ACC>&result=read_run&fields=run_accession,fastq_bytes) to count runs + total_gb; append one row per PMID to data/wave2_local_reads_rescues.tsv (pmid,reads_accessions,reads_source=laptop_scrape,n_runs,total_gb).
28300642	10.1016/j.anaerobe.2017.03.012	elsevier-or-cell_press	supp	https://www.sciencedirect.com/science/article/pii/{PII}	Elsevier ScienceDirect supp — supp files hosted at https://ars.els-cdn.com/content/image/1-s2.0-{PII}-mmc{N}.{ext} ; filenames + N discoverable only by parsing the article HTML (JS-rendered supp panel).	1) Resolve PII via CrossRef; 2) navigate https://www.sciencedirect.com/science/article/pii/{PII} in primed Chrome; wait for JS supp panel to render (looking for div.Appendices or a[href*='mmc']); 3) extract every href matching 'https://ars.els-cdn.com/content/image/1-s2.0-<PII>-mmc<N>.<ext>' or '/pii/<PII>/1-s2.0-<PII>-mmc<N>.<ext>' ; 4) navigate each in the same browser context (cf_clearance + PII referer), page.expect_download() ; 5) magic-check ; 6) write to data/papers/PMID_{pmid}/supp/<name>.
28300642	10.1016/j.anaerobe.2017.03.012	elsevier-or-cell_press	reads	SCRAPE-FROM-ARTICLE-HTML	Reads gap where cluster-side EuropePMC datalinks + NCBI elink + abstract-regex returned NONE. Cluster couldn't fetch the fulltext HTML (publisher CDN is Cloudflare-gated), so any accession embedded in a Data Availability section wasn't visible.	Fetch the Cloudflare-gated article HTML in primed Chrome, regex-extract INSDC accessions (broadened set: PRJ[END][AB]\d+, ERP\d+, SRP\d+, DRP\d+, DRA\d+, E-MTAB-\d+, E-GEOD-\d+, GSE\d+); dedupe; probe each against ENA (https://www.ebi.ac.uk/ena/portal/api/filereport?accession=<ACC>&result=read_run&fields=run_accession,fastq_bytes) to count runs + total_gb; append one row per PMID to data/wave2_local_reads_rescues.tsv (pmid,reads_accessions,reads_source=laptop_scrape,n_runs,total_gb).
29704665	10.1016/j.ymeth.2018.04.024	elsevier-or-cell_press	pdf	https://api.crossref.org/works/10.1016/j.ymeth.2018.04.024  -> resource.primary.URL -> https://www.sciencedirect.com/science/article/pii/{PII}	Elsevier ScienceDirect — Cloudflare bot-mitigation blocks cluster IP (403 cf-mitigated). Requires stealth-Chromium + primed cf_clearance.	1) CrossRef GET https://api.crossref.org/works/10.1016/j.ymeth.2018.04.024 -> extract PII from resource.primary.URL; 2) navigate https://www.sciencedirect.com/science/article/pii/{PII} in primed Chrome (wait_for_challenge_clear, interactive=True); 3) parse DOM for signed a[href*='pdfft'] link containing md5=; 4) navigate the signed URL and page.expect_download(); 5) %PDF magic check; write to data/papers/PMID_{pmid}/paper.pdf.
29704665	10.1016/j.ymeth.2018.04.024	elsevier-or-cell_press	supp	https://www.sciencedirect.com/science/article/pii/{PII}	Elsevier ScienceDirect supp — supp files hosted at https://ars.els-cdn.com/content/image/1-s2.0-{PII}-mmc{N}.{ext} ; filenames + N discoverable only by parsing the article HTML (JS-rendered supp panel).	1) Resolve PII via CrossRef; 2) navigate https://www.sciencedirect.com/science/article/pii/{PII} in primed Chrome; wait for JS supp panel to render (looking for div.Appendices or a[href*='mmc']); 3) extract every href matching 'https://ars.els-cdn.com/content/image/1-s2.0-<PII>-mmc<N>.<ext>' or '/pii/<PII>/1-s2.0-<PII>-mmc<N>.<ext>' ; 4) navigate each in the same browser context (cf_clearance + PII referer), page.expect_download() ; 5) magic-check ; 6) write to data/papers/PMID_{pmid}/supp/<name>.
30007819	10.1016/j.eururo.2018.06.033	elsevier-or-cell_press	supp	https://www.sciencedirect.com/science/article/pii/{PII}	Elsevier ScienceDirect supp — supp files hosted at https://ars.els-cdn.com/content/image/1-s2.0-{PII}-mmc{N}.{ext} ; filenames + N discoverable only by parsing the article HTML (JS-rendered supp panel).	1) Resolve PII via CrossRef; 2) navigate https://www.sciencedirect.com/science/article/pii/{PII} in primed Chrome; wait for JS supp panel to render (looking for div.Appendices or a[href*='mmc']); 3) extract every href matching 'https://ars.els-cdn.com/content/image/1-s2.0-<PII>-mmc<N>.<ext>' or '/pii/<PII>/1-s2.0-<PII>-mmc<N>.<ext>' ; 4) navigate each in the same browser context (cf_clearance + PII referer), page.expect_download() ; 5) magic-check ; 6) write to data/papers/PMID_{pmid}/supp/<name>.
30007819	10.1016/j.eururo.2018.06.033	elsevier-or-cell_press	reads	SCRAPE-FROM-ARTICLE-HTML	Reads gap where cluster-side EuropePMC datalinks + NCBI elink + abstract-regex returned NONE. Cluster couldn't fetch the fulltext HTML (publisher CDN is Cloudflare-gated), so any accession embedded in a Data Availability section wasn't visible.	Fetch the Cloudflare-gated article HTML in primed Chrome, regex-extract INSDC accessions (broadened set: PRJ[END][AB]\d+, ERP\d+, SRP\d+, DRP\d+, DRA\d+, E-MTAB-\d+, E-GEOD-\d+, GSE\d+); dedupe; probe each against ENA (https://www.ebi.ac.uk/ena/portal/api/filereport?accession=<ACC>&result=read_run&fields=run_accession,fastq_bytes) to count runs + total_gb; append one row per PMID to data/wave2_local_reads_rescues.tsv (pmid,reads_accessions,reads_source=laptop_scrape,n_runs,total_gb).
30292635	10.1016/j.bbadis.2018.10.006	elsevier-or-cell_press	supp	https://www.sciencedirect.com/science/article/pii/{PII}	Elsevier ScienceDirect supp — supp files hosted at https://ars.els-cdn.com/content/image/1-s2.0-{PII}-mmc{N}.{ext} ; filenames + N discoverable only by parsing the article HTML (JS-rendered supp panel).	1) Resolve PII via CrossRef; 2) navigate https://www.sciencedirect.com/science/article/pii/{PII} in primed Chrome; wait for JS supp panel to render (looking for div.Appendices or a[href*='mmc']); 3) extract every href matching 'https://ars.els-cdn.com/content/image/1-s2.0-<PII>-mmc<N>.<ext>' or '/pii/<PII>/1-s2.0-<PII>-mmc<N>.<ext>' ; 4) navigate each in the same browser context (cf_clearance + PII referer), page.expect_download() ; 5) magic-check ; 6) write to data/papers/PMID_{pmid}/supp/<name>.
30292635	10.1016/j.bbadis.2018.10.006	elsevier-or-cell_press	reads	SCRAPE-FROM-ARTICLE-HTML	Reads gap where cluster-side EuropePMC datalinks + NCBI elink + abstract-regex returned NONE. Cluster couldn't fetch the fulltext HTML (publisher CDN is Cloudflare-gated), so any accession embedded in a Data Availability section wasn't visible.	Fetch the Cloudflare-gated article HTML in primed Chrome, regex-extract INSDC accessions (broadened set: PRJ[END][AB]\d+, ERP\d+, SRP\d+, DRP\d+, DRA\d+, E-MTAB-\d+, E-GEOD-\d+, GSE\d+); dedupe; probe each against ENA (https://www.ebi.ac.uk/ena/portal/api/filereport?accession=<ACC>&result=read_run&fields=run_accession,fastq_bytes) to count runs + total_gb; append one row per PMID to data/wave2_local_reads_rescues.tsv (pmid,reads_accessions,reads_source=laptop_scrape,n_runs,total_gb).
30776583	10.1016/j.canep.2019.02.001	elsevier-or-cell_press	supp	https://www.sciencedirect.com/science/article/pii/{PII}	Elsevier ScienceDirect supp — supp files hosted at https://ars.els-cdn.com/content/image/1-s2.0-{PII}-mmc{N}.{ext} ; filenames + N discoverable only by parsing the article HTML (JS-rendered supp panel).	1) Resolve PII via CrossRef; 2) navigate https://www.sciencedirect.com/science/article/pii/{PII} in primed Chrome; wait for JS supp panel to render (looking for div.Appendices or a[href*='mmc']); 3) extract every href matching 'https://ars.els-cdn.com/content/image/1-s2.0-<PII>-mmc<N>.<ext>' or '/pii/<PII>/1-s2.0-<PII>-mmc<N>.<ext>' ; 4) navigate each in the same browser context (cf_clearance + PII referer), page.expect_download() ; 5) magic-check ; 6) write to data/papers/PMID_{pmid}/supp/<name>.
30776583	10.1016/j.canep.2019.02.001	elsevier-or-cell_press	reads	SCRAPE-FROM-ARTICLE-HTML	Reads gap where cluster-side EuropePMC datalinks + NCBI elink + abstract-regex returned NONE. Cluster couldn't fetch the fulltext HTML (publisher CDN is Cloudflare-gated), so any accession embedded in a Data Availability section wasn't visible.	Fetch the Cloudflare-gated article HTML in primed Chrome, regex-extract INSDC accessions (broadened set: PRJ[END][AB]\d+, ERP\d+, SRP\d+, DRP\d+, DRA\d+, E-MTAB-\d+, E-GEOD-\d+, GSE\d+); dedupe; probe each against ENA (https://www.ebi.ac.uk/ena/portal/api/filereport?accession=<ACC>&result=read_run&fields=run_accession,fastq_bytes) to count runs + total_gb; append one row per PMID to data/wave2_local_reads_rescues.tsv (pmid,reads_accessions,reads_source=laptop_scrape,n_runs,total_gb).
31059977	10.1016/j.intimp.2019.02.038	elsevier-or-cell_press	supp	https://www.sciencedirect.com/science/article/pii/{PII}	Elsevier ScienceDirect supp — supp files hosted at https://ars.els-cdn.com/content/image/1-s2.0-{PII}-mmc{N}.{ext} ; filenames + N discoverable only by parsing the article HTML (JS-rendered supp panel).	1) Resolve PII via CrossRef; 2) navigate https://www.sciencedirect.com/science/article/pii/{PII} in primed Chrome; wait for JS supp panel to render (looking for div.Appendices or a[href*='mmc']); 3) extract every href matching 'https://ars.els-cdn.com/content/image/1-s2.0-<PII>-mmc<N>.<ext>' or '/pii/<PII>/1-s2.0-<PII>-mmc<N>.<ext>' ; 4) navigate each in the same browser context (cf_clearance + PII referer), page.expect_download() ; 5) magic-check ; 6) write to data/papers/PMID_{pmid}/supp/<name>.
31059977	10.1016/j.intimp.2019.02.038	elsevier-or-cell_press	reads	SCRAPE-FROM-ARTICLE-HTML	Reads gap where cluster-side EuropePMC datalinks + NCBI elink + abstract-regex returned NONE. Cluster couldn't fetch the fulltext HTML (publisher CDN is Cloudflare-gated), so any accession embedded in a Data Availability section wasn't visible.	Fetch the Cloudflare-gated article HTML in primed Chrome, regex-extract INSDC accessions (broadened set: PRJ[END][AB]\d+, ERP\d+, SRP\d+, DRP\d+, DRA\d+, E-MTAB-\d+, E-GEOD-\d+, GSE\d+); dedupe; probe each against ENA (https://www.ebi.ac.uk/ena/portal/api/filereport?accession=<ACC>&result=read_run&fields=run_accession,fastq_bytes) to count runs + total_gb; append one row per PMID to data/wave2_local_reads_rescues.tsv (pmid,reads_accessions,reads_source=laptop_scrape,n_runs,total_gb).
